distances
34.878787878787875
21.75757575757575
34.4848484848485
22.44444444444443
34.373737373737384
23.121212121212096
35.717171717171766
24.22222222222223
35.353535353535335
24.767676767676733
35.30303030303031
25.393939393939434
35.24242424242419
26.363636363636374
35.5151515151515
27.555555555555543
35.747474747474826
28.111111111111086
35.28282828282829
28.858585858585798
34.929292929292956
29.75757575757575
35.0
30.57575757575762
34.80808080808083
31.19191919191917
34.4848484848485
32.060606060606005
34.33333333333337
32.71717171717171
33.404040404040416
33.12121212121201
32.939393939393995
33.53535353535358
32.28282828282818
33.71717171717182
31.46464646464642
34.0
30.606060606060737
34.28282828282818
29.929292929292842
34.42424242424249
29.0
34.43434343434342
28.323232323232332
34.67676767676767
27.747474747474826
36.32323232323233
26.676767676767668
34.818181818181756
24.87878787878799
33.4848484848485
24.282828282828177
35.111111111111086
24.060606060606005
35.68686868686882
23.252525252525174
35.303030303030255
22.656565656565817
35.717171717171595
