x_coords
90.03030303030303
106.96969696969697
117.96969696969697
135.03030303030303
146.9090909090909
163.33333333333334
175.03030303030303
192.03030303030303
203.84848484848484
220.53535353535352
232.27272727272728
249.32323232323233
261.7878787878788
278.8484848484849
290.969696969697
307.969696969697
320.27272727272725
337.09090909090907
349.969696969697
367.3939393939394
380.4646464646465
397.74747474747477
410.90909090909093
427.90909090909093
441.030303030303
458.4646464646465
472.030303030303
489.3939393939394
503.09090909090907
520.4646464646464
534.3232323232323
551.2525252525253
565.3232323232323
582.7878787878788
597.030303030303
614.4646464646464
629.030303030303
646.2121212121212
660.969696969697
678.030303030303
692.8484848484849
709.7474747474747
724.6767676767677
741.6060606060606
756.9090909090909
774.0909090909091
789.7474747474747
806.7878787878788
822.6060606060606
839.6060606060606
855.3939393939394
872.3232323232323
888.3939393939394
905.0909090909091
921.3232323232323
938.030303030303
954.6060606060606
971.3232323232323
987.6767676767677
1004.3939393939394
1020.7474747474747
1037.3939393939395
1053.969696969697
1070.3939393939395
1087.1818181818182
1103.3939393939395
1120.3232323232323
1136.2525252525252
1153.3939393939395
1169.2525252525252
1186.4646464646464
1202.1818181818182
1219.5353535353536
1234.969696969697
1252.4646464646464
1267.7474747474748
1285.3939393939395
1300.6060606060605
1318.2525252525252
1333.3232323232323
1350.8484848484848
1365.6767676767677
1383.3939393939395
1398.030303030303
1415.6767676767677
1430.1818181818182
1447.8484848484848
1462.3232323232323
1480.030303030303
1493.6767676767677
1511.4646464646464
1525.4646464646464
1543.1515151515152
1556.6767676767677
1574.5353535353536
1588.030303030303
1605.7474747474748
1619.1818181818182
1636.8484848484848
1649.7878787878788
1667.5353535353536
1680.3232323232323
1698.090909090909
1710.6767676767677
1728.6060606060605
1741.090909090909
1758.7474747474748
1770.969696969697
1788.6060606060605
1800.5353535353536
1818.2121212121212
1829.8484848484848
1847.3939393939395
1858.969696969697
1876.5353535353536
1888.030303030303
1905.6767676767677
1916.6767676767677
1934.3232323232323
1945.3232323232323
1963.2121212121212
